split,path,class_id,class_name,width,height,area
train,data\raw\gtsrb\GTSRB\Training\00000\00004_00029.ppm,0,Speed limit 20,107,110,11770
train,data\raw\gtsrb\GTSRB\Training\00001\00000_00000.ppm,1,Speed limit 30,56,57,3192
train,data\raw\gtsrb\GTSRB\Training\00001\00000_00001.ppm,1,Speed limit 30,55,57,3135
train,data\raw\gtsrb\GTSRB\Training\00001\00000_00002.ppm,1,Speed limit 30,56,56,3136
train,data\raw\gtsrb\GTSRB\Training\00001\00000_00003.ppm,1,Speed limit 30,58,58,3364
train,data\raw\gtsrb\GTSRB\Training\00001\00000_00004.ppm,1,Speed limit 30,59,59,3481
train,data\raw\gtsrb\GTSRB\Training\00001\00000_00005.ppm,1,Speed limit 30,57,59,3363
train,data\raw\gtsrb\GTSRB\Training\00001\00000_00006.ppm,1,Speed limit 30,57,59,3363
train,data\raw\gtsrb\GTSRB\Training\00001\00000_00007.ppm,1,Speed limit 30,57,59,3363
train,data\raw\gtsrb\GTSRB\Training\00001\00000_00008.ppm,1,Speed limit 30,60,60,3600
train,data\raw\gtsrb\GTSRB\Training\00001\00000_00009.ppm,1,Speed limit 30,61,61,3721
train,data\raw\gtsrb\GTSRB\Training\00001\00000_00010.ppm,1,Speed limit 30,61,62,3782
train,data\raw\gtsrb\GTSRB\Training\00001\00000_00011.ppm,1,Speed limit 30,63,62,3906
train,data\raw\gtsrb\GTSRB\Training\00001\00000_00012.ppm,1,Speed limit 30,65,65,4225
train,data\raw\gtsrb\GTSRB\Training\00001\00000_00013.ppm,1,Speed limit 30,68,68,4624
train,data\raw\gtsrb\GTSRB\Training\00001\00000_00014.ppm,1,Speed limit 30,68,69,4692
train,data\raw\gtsrb\GTSRB\Training\00001\00000_00015.ppm,1,Speed limit 30,69,70,4830
train,data\raw\gtsrb\GTSRB\Training\00001\00000_00016.ppm,1,Speed limit 30,71,72,5112
train,data\raw\gtsrb\GTSRB\Training\00001\00000_00017.ppm,1,Speed limit 30,72,74,5328
train,data\raw\gtsrb\GTSRB\Training\00001\00000_00018.ppm,1,Speed limit 30,74,74,5476
train,data\raw\gtsrb\GTSRB\Training\00001\00000_00019.ppm,1,Speed limit 30,79,80,6320
train,data\raw\gtsrb\GTSRB\Training\00001\00000_00020.ppm,1,Speed limit 30,81,81,6561
train,data\raw\gtsrb\GTSRB\Training\00001\00000_00021.ppm,1,Speed limit 30,82,82,6724
train,data\raw\gtsrb\GTSRB\Training\00001\00000_00022.ppm,1,Speed limit 30,85,86,7310
train,data\raw\gtsrb\GTSRB\Training\00001\00000_00023.ppm,1,Speed limit 30,89,88,7832
train,data\raw\gtsrb\GTSRB\Training\00001\00000_00024.ppm,1,Speed limit 30,93,94,8742
train,data\raw\gtsrb\GTSRB\Training\00001\00000_00025.ppm,1,Speed limit 30,97,96,9312
train,data\raw\gtsrb\GTSRB\Training\00001\00000_00026.ppm,1,Speed limit 30,100,104,10400
train,data\raw\gtsrb\GTSRB\Training\00001\00000_00027.ppm,1,Speed limit 30,105,107,11235
train,data\raw\gtsrb\GTSRB\Training\00001\00000_00028.ppm,1,Speed limit 30,108,110,11880
train,data\raw\gtsrb\GTSRB\Training\00001\00000_00029.ppm,1,Speed limit 30,114,118,13452
train,data\raw\gtsrb\GTSRB\Training\00001\00001_00000.ppm,1,Speed limit 30,30,32,960
train,data\raw\gtsrb\GTSRB\Training\00001\00001_00001.ppm,1,Speed limit 30,30,33,990
train,data\raw\gtsrb\GTSRB\Training\00001\00001_00002.ppm,1,Speed limit 30,31,33,1023
train,data\raw\gtsrb\GTSRB\Training\00001\00001_00003.ppm,1,Speed limit 30,32,33,1056
train,data\raw\gtsrb\GTSRB\Training\00001\00001_00004.ppm,1,Speed limit 30,32,33,1056
train,data\raw\gtsrb\GTSRB\Training\00001\00001_00005.ppm,1,Speed limit 30,34,33,1122
train,data\raw\gtsrb\GTSRB\Training\00001\00001_00006.ppm,1,Speed limit 30,36,34,1224
train,data\raw\gtsrb\GTSRB\Training\00001\00001_00007.ppm,1,Speed limit 30,37,35,1295
train,data\raw\gtsrb\GTSRB\Training\00001\00001_00008.ppm,1,Speed limit 30,37,36,1332
train,data\raw\gtsrb\GTSRB\Training\00001\00001_00009.ppm,1,Speed limit 30,38,37,1406
train,data\raw\gtsrb\GTSRB\Training\00001\00001_00010.ppm,1,Speed limit 30,38,39,1482
train,data\raw\gtsrb\GTSRB\Training\00001\00001_00011.ppm,1,Speed limit 30,38,39,1482
train,data\raw\gtsrb\GTSRB\Training\00001\00001_00012.ppm,1,Speed limit 30,39,39,1521
train,data\raw\gtsrb\GTSRB\Training\00001\00001_00013.ppm,1,Speed limit 30,39,41,1599
train,data\raw\gtsrb\GTSRB\Training\00001\00001_00014.ppm,1,Speed limit 30,40,42,1680
train,data\raw\gtsrb\GTSRB\Training\00001\00001_00015.ppm,1,Speed limit 30,42,43,1806
train,data\raw\gtsrb\GTSRB\Training\00001\00001_00016.ppm,1,Speed limit 30,44,45,1980
train,data\raw\gtsrb\GTSRB\Training\00001\00001_00017.ppm,1,Speed limit 30,44,46,2024
train,data\raw\gtsrb\GTSRB\Training\00001\00001_00018.ppm,1,Speed limit 30,46,46,2116
train,data\raw\gtsrb\GTSRB\Training\00001\00001_00019.ppm,1,Speed limit 30,48,46,2208
train,data\raw\gtsrb\GTSRB\Training\00001\00001_00020.ppm,1,Speed limit 30,48,48,2304
train,data\raw\gtsrb\GTSRB\Training\00001\00001_00021.ppm,1,Speed limit 30,51,50,2550
train,data\raw\gtsrb\GTSRB\Training\00001\00001_00022.ppm,1,Speed limit 30,53,53,2809
train,data\raw\gtsrb\GTSRB\Training\00001\00001_00023.ppm,1,Speed limit 30,55,54,2970
train,data\raw\gtsrb\GTSRB\Training\00001\00001_00024.ppm,1,Speed limit 30,57,55,3135
train,data\raw\gtsrb\GTSRB\Training\00001\00001_00025.ppm,1,Speed limit 30,59,57,3363
train,data\raw\gtsrb\GTSRB\Training\00001\00001_00026.ppm,1,Speed limit 30,61,57,3477
train,data\raw\gtsrb\GTSRB\Training\00001\00001_00027.ppm,1,Speed limit 30,63,60,3780
train,data\raw\gtsrb\GTSRB\Training\00001\00001_00028.ppm,1,Speed limit 30,68,61,4148
train,data\raw\gtsrb\GTSRB\Training\00001\00001_00029.ppm,1,Speed limit 30,71,67,4757
train,data\raw\gtsrb\GTSRB\Training\00001\00002_00000.ppm,1,Speed limit 30,46,48,2208
train,data\raw\gtsrb\GTSRB\Training\00001\00002_00001.ppm,1,Speed limit 30,45,47,2115
train,data\raw\gtsrb\GTSRB\Training\00001\00002_00002.ppm,1,Speed limit 30,46,48,2208
train,data\raw\gtsrb\GTSRB\Training\00001\00002_00003.ppm,1,Speed limit 30,46,47,2162
train,data\raw\gtsrb\GTSRB\Training\00001\00002_00004.ppm,1,Speed limit 30,46,47,2162
train,data\raw\gtsrb\GTSRB\Training\00001\00002_00005.ppm,1,Speed limit 30,46,48,2208
train,data\raw\gtsrb\GTSRB\Training\00001\00002_00006.ppm,1,Speed limit 30,47,49,2303
train,data\raw\gtsrb\GTSRB\Training\00001\00002_00007.ppm,1,Speed limit 30,50,50,2500
train,data\raw\gtsrb\GTSRB\Training\00001\00002_00008.ppm,1,Speed limit 30,50,51,2550
train,data\raw\gtsrb\GTSRB\Training\00001\00002_00009.ppm,1,Speed limit 30,49,50,2450
train,data\raw\gtsrb\GTSRB\Training\00001\00002_00010.ppm,1,Speed limit 30,50,51,2550
train,data\raw\gtsrb\GTSRB\Training\00001\00002_00011.ppm,1,Speed limit 30,52,53,2756
train,data\raw\gtsrb\GTSRB\Training\00001\00002_00012.ppm,1,Speed limit 30,52,55,2860
train,data\raw\gtsrb\GTSRB\Training\00001\00002_00013.ppm,1,Speed limit 30,52,55,2860
train,data\raw\gtsrb\GTSRB\Training\00001\00002_00014.ppm,1,Speed limit 30,54,56,3024
train,data\raw\gtsrb\GTSRB\Training\00001\00002_00015.ppm,1,Speed limit 30,52,55,2860
train,data\raw\gtsrb\GTSRB\Training\00001\00002_00016.ppm,1,Speed limit 30,53,55,2915
train,data\raw\gtsrb\GTSRB\Training\00001\00002_00017.ppm,1,Speed limit 30,54,56,3024
train,data\raw\gtsrb\GTSRB\Training\00001\00002_00018.ppm,1,Speed limit 30,56,57,3192
train,data\raw\gtsrb\GTSRB\Training\00001\00002_00019.ppm,1,Speed limit 30,57,56,3192
train,data\raw\gtsrb\GTSRB\Training\00001\00002_00020.ppm,1,Speed limit 30,57,57,3249
train,data\raw\gtsrb\GTSRB\Training\00001\00002_00021.ppm,1,Speed limit 30,58,58,3364
train,data\raw\gtsrb\GTSRB\Training\00001\00002_00022.ppm,1,Speed limit 30,60,59,3540
train,data\raw\gtsrb\GTSRB\Training\00001\00002_00023.ppm,1,Speed limit 30,62,63,3906
train,data\raw\gtsrb\GTSRB\Training\00001\00002_00024.ppm,1,Speed limit 30,63,64,4032
train,data\raw\gtsrb\GTSRB\Training\00001\00002_00025.ppm,1,Speed limit 30,63,64,4032
train,data\raw\gtsrb\GTSRB\Training\00001\00002_00026.ppm,1,Speed limit 30,64,64,4096
train,data\raw\gtsrb\GTSRB\Training\00001\00002_00027.ppm,1,Speed limit 30,70,68,4760
train,data\raw\gtsrb\GTSRB\Training\00001\00002_00028.ppm,1,Speed limit 30,72,69,4968
train,data\raw\gtsrb\GTSRB\Training\00001\00002_00029.ppm,1,Speed limit 30,74,70,5180
train,data\raw\gtsrb\GTSRB\Training\00001\00003_00000.ppm,1,Speed limit 30,25,26,650
train,data\raw\gtsrb\GTSRB\Training\00001\00003_00001.ppm,1,Speed limit 30,27,27,729
train,data\raw\gtsrb\GTSRB\Training\00001\00003_00002.ppm,1,Speed limit 30,27,27,729
train,data\raw\gtsrb\GTSRB\Training\00001\00003_00003.ppm,1,Speed limit 30,28,28,784
train,data\raw\gtsrb\GTSRB\Training\00001\00003_00004.ppm,1,Speed limit 30,27,30,810
train,data\raw\gtsrb\GTSRB\Training\00001\00003_00005.ppm,1,Speed limit 30,29,31,899
train,data\raw\gtsrb\GTSRB\Training\00001\00003_00006.ppm,1,Speed limit 30,29,32,928
train,data\raw\gtsrb\GTSRB\Training\00001\00003_00007.ppm,1,Speed limit 30,33,33,1089
train,data\raw\gtsrb\GTSRB\Training\00001\00003_00008.ppm,1,Speed limit 30,34,33,1122
train,data\raw\gtsrb\GTSRB\Training\00001\00003_00009.ppm,1,Speed limit 30,35,35,1225
train,data\raw\gtsrb\GTSRB\Training\00001\00003_00010.ppm,1,Speed limit 30,36,37,1332
train,data\raw\gtsrb\GTSRB\Training\00001\00003_00011.ppm,1,Speed limit 30,37,38,1406
train,data\raw\gtsrb\GTSRB\Training\00001\00003_00012.ppm,1,Speed limit 30,37,37,1369
train,data\raw\gtsrb\GTSRB\Training\00001\00003_00013.ppm,1,Speed limit 30,37,39,1443
train,data\raw\gtsrb\GTSRB\Training\00001\00003_00014.ppm,1,Speed limit 30,39,39,1521
train,data\raw\gtsrb\GTSRB\Training\00001\00003_00015.ppm,1,Speed limit 30,41,41,1681
train,data\raw\gtsrb\GTSRB\Training\00001\00003_00016.ppm,1,Speed limit 30,42,43,1806
train,data\raw\gtsrb\GTSRB\Training\00001\00003_00017.ppm,1,Speed limit 30,46,45,2070
train,data\raw\gtsrb\GTSRB\Training\00001\00003_00018.ppm,1,Speed limit 30,50,49,2450
train,data\raw\gtsrb\GTSRB\Training\00001\00003_00019.ppm,1,Speed limit 30,54,53,2862
train,data\raw\gtsrb\GTSRB\Training\00001\00003_00020.ppm,1,Speed limit 30,54,56,3024
train,data\raw\gtsrb\GTSRB\Training\00001\00003_00021.ppm,1,Speed limit 30,58,59,3422
train,data\raw\gtsrb\GTSRB\Training\00001\00003_00022.ppm,1,Speed limit 30,63,64,4032
train,data\raw\gtsrb\GTSRB\Training\00001\00003_00023.ppm,1,Speed limit 30,70,72,5040
train,data\raw\gtsrb\GTSRB\Training\00001\00003_00024.ppm,1,Speed limit 30,76,79,6004
train,data\raw\gtsrb\GTSRB\Training\00001\00003_00025.ppm,1,Speed limit 30,86,86,7396
train,data\raw\gtsrb\GTSRB\Training\00001\00003_00026.ppm,1,Speed limit 30,98,98,9604
train,data\raw\gtsrb\GTSRB\Training\00001\00003_00027.ppm,1,Speed limit 30,114,117,13338
train,data\raw\gtsrb\GTSRB\Training\00001\00003_00028.ppm,1,Speed limit 30,134,141,18894
